,class,label,gloss
231,http://yago-knowledge.org/resource/wordnet_jail_103592245,jail,a correctional institution used to detain persons who are in the lawful custody of the government (either accused persons awaiting trial or convicted persons serving a sentence)
232,http://yago-knowledge.org/resource/wordnet_jail_103592245,jailhouse,a correctional institution used to detain persons who are in the lawful custody of the government (either accused persons awaiting trial or convicted persons serving a sentence)
233,http://yago-knowledge.org/resource/wordnet_jail_103592245,clink,a correctional institution used to detain persons who are in the lawful custody of the government (either accused persons awaiting trial or convicted persons serving a sentence)
234,http://yago-knowledge.org/resource/wordnet_jail_103592245,gaol,a correctional institution used to detain persons who are in the lawful custody of the government (either accused persons awaiting trial or convicted persons serving a sentence)
235,http://yago-knowledge.org/resource/wordnet_jail_103592245,poky,a correctional institution used to detain persons who are in the lawful custody of the government (either accused persons awaiting trial or convicted persons serving a sentence)
236,http://yago-knowledge.org/resource/wordnet_jail_103592245,pokey,a correctional institution used to detain persons who are in the lawful custody of the government (either accused persons awaiting trial or convicted persons serving a sentence)
237,http://yago-knowledge.org/resource/wordnet_hot_spring_109305898,thermal spring,a natural spring of water at a temperature of 70 F or above
238,http://yago-knowledge.org/resource/wordnet_hot_spring_109305898,hot spring,a natural spring of water at a temperature of 70 F or above
239,http://yago-knowledge.org/resource/wordnet_land_109334396,earth,the solid part of the earth's surface; 'the plane turned away from the sea and moved back over land'; 'the earth shook for several minutes'; 'he dropped the logs on the ground'
240,http://yago-knowledge.org/resource/wordnet_land_109334396,land,the solid part of the earth's surface; 'the plane turned away from the sea and moved back over land'; 'the earth shook for several minutes'; 'he dropped the logs on the ground'
241,http://yago-knowledge.org/resource/wordnet_land_109334396,ground,the solid part of the earth's surface; 'the plane turned away from the sea and moved back over land'; 'the earth shook for several minutes'; 'he dropped the logs on the ground'
242,http://yago-knowledge.org/resource/wordnet_land_109334396,terra firma,the solid part of the earth's surface; 'the plane turned away from the sea and moved back over land'; 'the earth shook for several minutes'; 'he dropped the logs on the ground'
243,http://yago-knowledge.org/resource/wordnet_land_109334396,solid ground,the solid part of the earth's surface; 'the plane turned away from the sea and moved back over land'; 'the earth shook for several minutes'; 'he dropped the logs on the ground'
244,http://yago-knowledge.org/resource/wordnet_land_109334396,dry land,the solid part of the earth's surface; 'the plane turned away from the sea and moved back over land'; 'the earth shook for several minutes'; 'he dropped the logs on the ground'
245,http://yago-knowledge.org/resource/wordnet_air_lane_108492546,air lane,a designated route followed by airplanes in flying from one airport to another
246,http://yago-knowledge.org/resource/wordnet_air_lane_108492546,skyway,a designated route followed by airplanes in flying from one airport to another
247,http://yago-knowledge.org/resource/wordnet_air_lane_108492546,flight path,a designated route followed by airplanes in flying from one airport to another
248,http://yago-knowledge.org/resource/wordnet_air_lane_108492546,airway,a designated route followed by airplanes in flying from one airport to another
249,http://yago-knowledge.org/resource/wordnet_rock_garden_104099854,rock garden,a garden featuring rocks; usually alpine plants
250,http://yago-knowledge.org/resource/wordnet_rock_garden_104099854,rockery,a garden featuring rocks; usually alpine plants
251,http://yago-knowledge.org/resource/wordnet_level_crossing_103659122,level crossing,intersection of a railway and a road on the same level; barriers close road when trains pass
252,http://yago-knowledge.org/resource/wordnet_level_crossing_103659122,grade crossing,intersection of a railway and a road on the same level; barriers close road when trains pass
253,http://yago-knowledge.org/resource/wordnet_hypermarket_103555426,hypermarket,a huge supermarket (usually built on the outskirts of a town)
254,http://yago-knowledge.org/resource/wordnet_tea_garden_104397553,tea garden,a public garden where tea is served
255,http://yago-knowledge.org/resource/wordnet_tokamak_104448185,tokamak,a doughnut-shaped chamber used in fusion research; a plasma is heated and confined in a magnetic bottle
256,http://yago-knowledge.org/resource/wordnet_beach_109217230,beach,an area of sand sloping down to the water of a sea or lake
257,http://yago-knowledge.org/resource/wordnet_beginning_108507558,origin,"the place where something begins, where it springs into being; 'the Italian beginning of the Renaissance'; 'Jupiter was the origin of the radiation'; 'Pittsburgh is the source of the Ohio River'; 'communism's Russian root'"
258,http://yago-knowledge.org/resource/wordnet_beginning_108507558,root,"the place where something begins, where it springs into being; 'the Italian beginning of the Renaissance'; 'Jupiter was the origin of the radiation'; 'Pittsburgh is the source of the Ohio River'; 'communism's Russian root'"
259,http://yago-knowledge.org/resource/wordnet_beginning_108507558,rootage,"the place where something begins, where it springs into being; 'the Italian beginning of the Renaissance'; 'Jupiter was the origin of the radiation'; 'Pittsburgh is the source of the Ohio River'; 'communism's Russian root'"
260,http://yago-knowledge.org/resource/wordnet_beginning_108507558,beginning,"the place where something begins, where it springs into being; 'the Italian beginning of the Renaissance'; 'Jupiter was the origin of the radiation'; 'Pittsburgh is the source of the Ohio River'; 'communism's Russian root'"
261,http://yago-knowledge.org/resource/wordnet_beginning_108507558,source,"the place where something begins, where it springs into being; 'the Italian beginning of the Renaissance'; 'Jupiter was the origin of the radiation'; 'Pittsburgh is the source of the Ohio River'; 'communism's Russian root'"
262,http://yago-knowledge.org/resource/wordnet_station_104306080,station,a facility equipped with special equipment and personnel for a particular purpose; 'he started looking for a gas station'; 'the train pulled into the station'
263,http://yago-knowledge.org/resource/wordnet_pedestrian_crossing_103904183,zebra crossing,street crossing where pedestrians have right of way; often marked in some way (especially with diagonal stripes)
264,http://yago-knowledge.org/resource/wordnet_pedestrian_crossing_103904183,pedestrian crossing,street crossing where pedestrians have right of way; often marked in some way (especially with diagonal stripes)
265,http://yago-knowledge.org/resource/wordnet_butte_109230202,butte,a hill that rises abruptly from the surrounding region; has a flat top and sloping sides
266,http://yago-knowledge.org/resource/wordnet_boundary_line_108512736,border,a line that indicates a boundary
267,http://yago-knowledge.org/resource/wordnet_boundary_line_108512736,mete,a line that indicates a boundary
268,http://yago-knowledge.org/resource/wordnet_boundary_line_108512736,borderline,a line that indicates a boundary
269,http://yago-knowledge.org/resource/wordnet_boundary_line_108512736,boundary line,a line that indicates a boundary
270,http://yago-knowledge.org/resource/wordnet_boundary_line_108512736,delimitation,a line that indicates a boundary
271,http://yago-knowledge.org/resource/wordnet_lagoon_109328746,lagoon,a body of water cut off from a larger body by a reef of sand or coral
272,http://yago-knowledge.org/resource/wordnet_lagoon_109328746,laguna,a body of water cut off from a larger body by a reef of sand or coral
273,http://yago-knowledge.org/resource/wordnet_lagoon_109328746,lagune,a body of water cut off from a larger body by a reef of sand or coral
274,http://yago-knowledge.org/resource/wordnet_suburb_108554440,suburban area,a residential district located on the outskirts of a city
275,http://yago-knowledge.org/resource/wordnet_suburb_108554440,suburbia,a residential district located on the outskirts of a city
276,http://yago-knowledge.org/resource/wordnet_suburb_108554440,suburb,a residential district located on the outskirts of a city
277,http://yago-knowledge.org/resource/wordnet_discount_house_103206405,wholesale house,a sales outlet offering goods at a discounted price
278,http://yago-knowledge.org/resource/wordnet_discount_house_103206405,discounter,a sales outlet offering goods at a discounted price
279,http://yago-knowledge.org/resource/wordnet_discount_house_103206405,discount house,a sales outlet offering goods at a discounted price
280,http://yago-knowledge.org/resource/wordnet_discount_house_103206405,discount store,a sales outlet offering goods at a discounted price
281,http://yago-knowledge.org/resource/wordnet_fountain_103388043,fountain,a structure from which an artificially produced jet of water arises
282,http://yago-knowledge.org/resource/wordnet_range_109403734,range,a series of hills or mountains; 'the valley was between two ranges of hills'; 'the plains lay just beyond the mountain range'
283,http://yago-knowledge.org/resource/wordnet_range_109403734,chain of mountains,a series of hills or mountains; 'the valley was between two ranges of hills'; 'the plains lay just beyond the mountain range'
284,http://yago-knowledge.org/resource/wordnet_range_109403734,range of mountains,a series of hills or mountains; 'the valley was between two ranges of hills'; 'the plains lay just beyond the mountain range'
285,http://yago-knowledge.org/resource/wordnet_range_109403734,chain,a series of hills or mountains; 'the valley was between two ranges of hills'; 'the plains lay just beyond the mountain range'
286,http://yago-knowledge.org/resource/wordnet_range_109403734,mountain chain,a series of hills or mountains; 'the valley was between two ranges of hills'; 'the plains lay just beyond the mountain range'
287,http://yago-knowledge.org/resource/wordnet_range_109403734,mountain range,a series of hills or mountains; 'the valley was between two ranges of hills'; 'the plains lay just beyond the mountain range'
288,http://yago-knowledge.org/resource/wordnet_stock_exchange_104323026,stock exchange,an exchange where security trading is conducted by professional stockbrokers
289,http://yago-knowledge.org/resource/wordnet_stock_exchange_104323026,stock market,an exchange where security trading is conducted by professional stockbrokers
290,http://yago-knowledge.org/resource/wordnet_stock_exchange_104323026,securities market,an exchange where security trading is conducted by professional stockbrokers
291,http://yago-knowledge.org/resource/wordnet_lough_109343660,lough,a long narrow (nearly landlocked) cove in Ireland
292,http://yago-knowledge.org/resource/wordnet_power_system_103997027,power system,a system of high tension cables by which electrical power is distributed throughout a region
293,http://yago-knowledge.org/resource/wordnet_power_system_103997027,grid,a system of high tension cables by which electrical power is distributed throughout a region
294,http://yago-knowledge.org/resource/wordnet_power_system_103997027,power grid,a system of high tension cables by which electrical power is distributed throughout a region
295,http://yago-knowledge.org/resource/wordnet_ghetto_108578951,ghetto,formerly the restricted quarter of many European cities in which Jews were required to live; 'the Warsaw ghetto'
296,http://yago-knowledge.org/resource/wordnet_caldera_109231117,caldera,a large crater caused by the violent explosion of a volcano that collapses into a depression
297,http://yago-knowledge.org/resource/wordnet_hot_spot_108586330,hot spot,a place of political unrest and potential violence; 'the United States cannot police all of the world's hot spots'
298,http://yago-knowledge.org/resource/wordnet_hot_spot_108586330,hotspot,a place of political unrest and potential violence; 'the United States cannot police all of the world's hot spots'
299,http://yago-knowledge.org/resource/wordnet_bridge_102898711,bridge,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.
300,http://yago-knowledge.org/resource/wordnet_bridge_102898711,span,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.
301,http://yago-knowledge.org/resource/wordnet_distillery_103212811,distillery,a plant and works where alcoholic drinks are made by distillation
302,http://yago-knowledge.org/resource/wordnet_distillery_103212811,still,a plant and works where alcoholic drinks are made by distillation
303,http://yago-knowledge.org/resource/wordnet_post_108624385,station,the position where someone (as a guard or sentry) stands or is assigned to stand; 'a soldier manned the entrance post'; 'a sentry station'
304,http://yago-knowledge.org/resource/wordnet_post_108624385,post,the position where someone (as a guard or sentry) stands or is assigned to stand; 'a soldier manned the entrance post'; 'a sentry station'
305,http://yago-knowledge.org/resource/wordnet_wind_farm_104586761,wind park,a power plant that uses wind turbines to generate electricity
306,http://yago-knowledge.org/resource/wordnet_wind_farm_104586761,wind energy facility,a power plant that uses wind turbines to generate electricity
307,http://yago-knowledge.org/resource/wordnet_wind_farm_104586761,wind farm,a power plant that uses wind turbines to generate electricity
308,http://yago-knowledge.org/resource/wordnet_sandbar_109421951,sandbar,a bar of sand
309,http://yago-knowledge.org/resource/wordnet_sandbar_109421951,sand bar,a bar of sand
310,http://yago-knowledge.org/resource/wordnet_bell_foundry_102825872,bell foundry,a foundry where bells are cast
311,http://yago-knowledge.org/resource/wordnet_safety_108643933,safety,a safe place; 'He ran to safety'
312,http://yago-knowledge.org/resource/wordnet_safety_108643933,refuge,a safe place; 'He ran to safety'
313,http://yago-knowledge.org/resource/wordnet_library_103660909,library,a room where books are kept; 'they had brandy in the library'
314,http://yago-knowledge.org/resource/wordnet_wormhole_109481036,wormhole,hole made by a burrowing worm
315,http://yago-knowledge.org/resource/wordnet_cable_car_102934451,cable car,a conveyance for passengers or freight on a cable railway; 'they took a cable car to the top of the mountain'
316,http://yago-knowledge.org/resource/wordnet_cable_car_102934451,car,a conveyance for passengers or freight on a cable railway; 'they took a cable car to the top of the mountain'
317,http://yago-knowledge.org/resource/wordnet_escarpment_109274152,scarp,a long steep slope or cliff at the edge of a plateau or ridge; usually formed by erosion
318,http://yago-knowledge.org/resource/wordnet_escarpment_109274152,escarpment,a long steep slope or cliff at the edge of a plateau or ridge; usually formed by erosion
319,http://yago-knowledge.org/resource/wordnet_oxbow_lake_109382191,oxbow lake,a crescent-shaped lake (often temporary) that is formed when a meander of a river is cut off from the main channel
320,http://yago-knowledge.org/resource/wordnet_slope_109437454,side,an elevated geological formation; 'he climbed the steep slope'; 'the house was built on the side of a mountain'
321,http://yago-knowledge.org/resource/wordnet_slope_109437454,slope,an elevated geological formation; 'he climbed the steep slope'; 'the house was built on the side of a mountain'
322,http://yago-knowledge.org/resource/wordnet_slope_109437454,incline,an elevated geological formation; 'he climbed the steep slope'; 'the house was built on the side of a mountain'
323,http://yago-knowledge.org/resource/wordnet_field_108569998,field,a piece of land cleared of trees and usually enclosed; 'he planted a field of wheat'
324,http://yago-knowledge.org/resource/wordnet_facility_103315023,installation,a building or place that provides a particular service or is used for a particular industry; 'the assembly plant is an enormous facility'
325,http://yago-knowledge.org/resource/wordnet_facility_103315023,facility,a building or place that provides a particular service or is used for a particular industry; 'the assembly plant is an enormous facility'
326,http://yago-knowledge.org/resource/wordnet_rift_109410101,rift,a gap between cloud masses; 'the sun shone through a rift in the clouds'
327,http://yago-knowledge.org/resource/wordnet_seat_108647616,place,a space reserved for sitting (as in a theater or on a train or airplane); 'he booked their seats in advance'; 'he sat in someone else's place'
328,http://yago-knowledge.org/resource/wordnet_seat_108647616,seat,a space reserved for sitting (as in a theater or on a train or airplane); 'he booked their seats in advance'; 'he sat in someone else's place'
329,http://yago-knowledge.org/resource/wordnet_dry_dock_103251533,graving dock,a large dock from which water can be pumped out; used for building ships or for repairing a ship below its waterline
330,http://yago-knowledge.org/resource/wordnet_dry_dock_103251533,dry dock,a large dock from which water can be pumped out; used for building ships or for repairing a ship below its waterline
331,http://yago-knowledge.org/resource/wordnet_dry_dock_103251533,drydock,a large dock from which water can be pumped out; used for building ships or for repairing a ship below its waterline
332,http://yago-knowledge.org/resource/wordnet_state_capital_108695539,state capital,the capital city of a political subdivision of a country
333,http://yago-knowledge.org/resource/wordnet_sanctuary_104133648,sanctuary,a consecrated place where sacred objects are kept
334,http://yago-knowledge.org/resource/wordnet_triumphal_arch_104486054,triumphal arch,a monumental archway; usually they are built to commemorate some notable victory
335,http://yago-knowledge.org/resource/wordnet_studio_104344246,studio,workplace for the teaching or practice of an art; 'she ran a dance studio'; 'the music department provided studios for their students'; 'you don't need a studio to make a passport photograph'
336,http://yago-knowledge.org/resource/wordnet_theme_park_108662914,theme park,an amusement park that is organized around some theme (as the world of tomorrow)
337,http://yago-knowledge.org/resource/wordnet_country_108544813,land,the territory occupied by a nation; 'he returned to the land of his birth'; 'he visited several European countries'
338,http://yago-knowledge.org/resource/wordnet_country_108544813,state,the territory occupied by a nation; 'he returned to the land of his birth'; 'he visited several European countries'
339,http://yago-knowledge.org/resource/wordnet_country_108544813,country,the territory occupied by a nation; 'he returned to the land of his birth'; 'he visited several European countries'
340,http://yago-knowledge.org/resource/wordnet_partition_103894379,divider,a vertical structure that divides or separates (as a wall divides one room from another)
341,http://yago-knowledge.org/resource/wordnet_partition_103894379,partition,a vertical structure that divides or separates (as a wall divides one room from another)
342,http://yago-knowledge.org/resource/wordnet_sampling_station_104133346,sampler,an observation station that is set up to make sample observations of something
343,http://yago-knowledge.org/resource/wordnet_sampling_station_104133346,sampling station,an observation station that is set up to make sample observations of something
344,http://yago-knowledge.org/resource/wordnet_setting_108568256,scene,the context and environment in which something is set; 'the perfect setting for a ghost story'
345,http://yago-knowledge.org/resource/wordnet_setting_108568256,setting,the context and environment in which something is set; 'the perfect setting for a ghost story'
346,http://yago-knowledge.org/resource/wordnet_salt_flat_109420550,salt plain,a flat expanse of salt left by the evaporation of a body of salt water
347,http://yago-knowledge.org/resource/wordnet_salt_flat_109420550,salt flat,a flat expanse of salt left by the evaporation of a body of salt water
348,http://yago-knowledge.org/resource/wordnet_silver_mine_104220717,silver mine,a mine where silver ore is dug
349,http://yago-knowledge.org/resource/wordnet_duchy_108557131,dukedom,the domain controlled by a duke or duchess
350,http://yago-knowledge.org/resource/wordnet_duchy_108557131,duchy,the domain controlled by a duke or duchess
351,http://yago-knowledge.org/resource/wordnet_convenience_store_103099274,convenience store,a store selling a limited variety of food and pharmaceutical items; open long hours for the convenience of customers
352,http://yago-knowledge.org/resource/wordnet_portal_103985684,portal,a grand and imposing entrance (often extended metaphorically); 'the portals of the cathedral'; 'the portals of heaven'; 'the portals of success'
353,http://yago-knowledge.org/resource/wordnet_wildcat_well_104584639,wildcat well,an exploratory oil well drilled in land not known to be an oil field
354,http://yago-knowledge.org/resource/wordnet_wildcat_well_104584639,wildcat,an exploratory oil well drilled in land not known to be an oil field
355,http://yago-knowledge.org/resource/wordnet_loch_109341987,loch,a long narrow inlet of the sea in Scotland (especially when it is nearly landlocked)
356,http://yago-knowledge.org/resource/wordnet_terrain_108674563,terrain,a piece of ground having specific characteristics or military potential; 'they decided to attack across the rocky terrain'
357,http://yago-knowledge.org/resource/wordnet_oil_well_103845360,oiler,a well that yields or has yielded oil
358,http://yago-knowledge.org/resource/wordnet_oil_well_103845360,oil well,a well that yields or has yielded oil
359,http://yago-knowledge.org/resource/wordnet_suspension_bridge_104366367,suspension bridge,a bridge that has a roadway supported by cables that are anchored at both ends
360,http://yago-knowledge.org/resource/wordnet_roadway_104097622,roadway,a road (especially that part of a road) over which vehicles travel
361,http://yago-knowledge.org/resource/wordnet_airfield_102687992,airfield,a place where planes take off and land
362,http://yago-knowledge.org/resource/wordnet_airfield_102687992,field,a place where planes take off and land
363,http://yago-knowledge.org/resource/wordnet_airfield_102687992,landing field,a place where planes take off and land
364,http://yago-knowledge.org/resource/wordnet_airfield_102687992,flying field,a place where planes take off and land
365,http://yago-knowledge.org/resource/wordnet_polder_109397001,polder,low-lying land that has been reclaimed and is protected by dikes (especially in the Netherlands)
366,http://yago-knowledge.org/resource/wordnet_correctional_institution_103111690,correctional institution,a penal institution maintained by the government
367,http://yago-knowledge.org/resource/wordnet_minefield_108507255,minefield,a region in which explosives mines have been placed
368,http://yago-knowledge.org/resource/wordnet_dune_109270735,dune,a ridge of sand created by the wind; found in deserts or near lakes and oceans
369,http://yago-knowledge.org/resource/wordnet_dune_109270735,sand dune,a ridge of sand created by the wind; found in deserts or near lakes and oceans
370,http://yago-knowledge.org/resource/wordnet_retirement_community_108554040,retirement community,a planned community for residents who have retired from an active working life
371,http://yago-knowledge.org/resource/wordnet_retirement_community_108554040,retirement complex,a planned community for residents who have retired from an active working life
372,http://yago-knowledge.org/resource/wordnet_guyot_109300559,guyot,a seamount of volcanic origin (especially in the Pacific Ocean)
373,http://yago-knowledge.org/resource/wordnet_esker_109274305,esker,(geology) a long winding ridge of post glacial gravel and other sediment; deposited by meltwater from glaciers or ice sheets
374,http://yago-knowledge.org/resource/wordnet_waterfall_109475292,waterfall,a steep descent of the water of a river
375,http://yago-knowledge.org/resource/wordnet_waterfall_109475292,falls,a steep descent of the water of a river
376,http://yago-knowledge.org/resource/wordnet_school_system_104146976,school system,establishment including the plant and equipment for providing education from kindergarten through high school
377,http://yago-knowledge.org/resource/wordnet_opening_109379111,opening,an open or empty space in or between things; 'there was a small opening between the trees'; 'the explosion made a gap in the wall'
378,http://yago-knowledge.org/resource/wordnet_opening_109379111,gap,an open or empty space in or between things; 'there was a small opening between the trees'; 'the explosion made a gap in the wall'
379,http://yago-knowledge.org/resource/wordnet_valley_109468604,vale,a long depression in the surface of the land that usually contains a river
380,http://yago-knowledge.org/resource/wordnet_valley_109468604,valley,a long depression in the surface of the land that usually contains a river
381,http://yago-knowledge.org/resource/wordnet_repair_shop_104075916,repair shop,a shop specializing in repairs and maintenance
382,http://yago-knowledge.org/resource/wordnet_repair_shop_104075916,fix-it shop,a shop specializing in repairs and maintenance
383,http://yago-knowledge.org/resource/wordnet_federal_district_108553280,federal district,a district set apart as the seat of government of a federation
384,http://yago-knowledge.org/resource/wordnet_barbican_102791665,barbacan,a tower that is part of a defensive structure (such as a castle)
385,http://yago-knowledge.org/resource/wordnet_barbican_102791665,barbican,a tower that is part of a defensive structure (such as a castle)
386,http://yago-knowledge.org/resource/wordnet_dome_103220692,dome,a stadium that has a roof
387,http://yago-knowledge.org/resource/wordnet_dome_103220692,domed stadium,a stadium that has a roof
388,http://yago-knowledge.org/resource/wordnet_dome_103220692,covered stadium,a stadium that has a roof
389,http://yago-knowledge.org/resource/wordnet_bus_route_108517554,bus route,the route regularly followed by a passenger bus
390,http://yago-knowledge.org/resource/wordnet_fortress_103386011,fort,a fortified defensive structure
391,http://yago-knowledge.org/resource/wordnet_fortress_103386011,fortress,a fortified defensive structure
392,http://yago-knowledge.org/resource/wordnet_grocery_store_103461385,grocery store,a marketplace where groceries are sold; 'the grocery store included a meat market'
393,http://yago-knowledge.org/resource/wordnet_grocery_store_103461385,grocery,a marketplace where groceries are sold; 'the grocery store included a meat market'
394,http://yago-knowledge.org/resource/wordnet_grocery_store_103461385,market,a marketplace where groceries are sold; 'the grocery store included a meat market'
395,http://yago-knowledge.org/resource/wordnet_grocery_store_103461385,food market,a marketplace where groceries are sold; 'the grocery store included a meat market'
396,http://yago-knowledge.org/resource/wordnet_copper_mine_103104147,copper mine,a mine where copper is dug from the ground
397,http://yago-knowledge.org/resource/wordnet_emirate_108557396,emirate,the domain controlled by an emir
398,http://yago-knowledge.org/resource/wordnet_geological_formation_109287968,formation,(geology) the geological features of the earth
399,http://yago-knowledge.org/resource/wordnet_geological_formation_109287968,geological formation,(geology) the geological features of the earth
400,http://yago-knowledge.org/resource/wordnet_public_toilet_104018667,public convenience,a toilet that is available to the public
401,http://yago-knowledge.org/resource/wordnet_public_toilet_104018667,public toilet,a toilet that is available to the public
402,http://yago-knowledge.org/resource/wordnet_public_toilet_104018667,public lavatory,a toilet that is available to the public
403,http://yago-knowledge.org/resource/wordnet_public_toilet_104018667,comfort station,a toilet that is available to the public
404,http://yago-knowledge.org/resource/wordnet_public_toilet_104018667,convenience,a toilet that is available to the public
405,http://yago-knowledge.org/resource/wordnet_public_toilet_104018667,toilet facility,a toilet that is available to the public
406,http://yago-knowledge.org/resource/wordnet_public_toilet_104018667,restroom,a toilet that is available to the public
407,http://yago-knowledge.org/resource/wordnet_public_toilet_104018667,wash room,a toilet that is available to the public
408,http://yago-knowledge.org/resource/wordnet_command_post_103076104,command post,military headquarters from which a military commander controls and organizes the forces
409,http://yago-knowledge.org/resource/wordnet_command_post_103076104,general headquarters,military headquarters from which a military commander controls and organizes the forces
410,http://yago-knowledge.org/resource/wordnet_gateway_103428477,gateway,an entrance that can be closed by a gate
411,http://yago-knowledge.org/resource/wordnet_proving_ground_104016133,proving ground,a workplace for testing new equipment or ideas
412,http://yago-knowledge.org/resource/wordnet_plaza_108619795,plaza,a public square with room for pedestrians; 'they met at Elm Plaza'; 'Grosvenor Place'
413,http://yago-knowledge.org/resource/wordnet_plaza_108619795,place,a public square with room for pedestrians; 'they met at Elm Plaza'; 'Grosvenor Place'
414,http://yago-knowledge.org/resource/wordnet_plaza_108619795,piazza,a public square with room for pedestrians; 'they met at Elm Plaza'; 'Grosvenor Place'
415,http://yago-knowledge.org/resource/wordnet_provincial_capital_108695198,provincial capital,the capital city of a province
416,http://yago-knowledge.org/resource/wordnet_sea_109426788,sea,a division of an ocean or a large body of salt water partially enclosed by land
417,http://yago-knowledge.org/resource/wordnet_beltway_102828648,bypass,a highway that encircles an urban area so that traffic does not have to pass through the center
418,http://yago-knowledge.org/resource/wordnet_beltway_102828648,beltway,a highway that encircles an urban area so that traffic does not have to pass through the center
419,http://yago-knowledge.org/resource/wordnet_beltway_102828648,ring road,a highway that encircles an urban area so that traffic does not have to pass through the center
420,http://yago-knowledge.org/resource/wordnet_beltway_102828648,ringway,a highway that encircles an urban area so that traffic does not have to pass through the center
421,http://yago-knowledge.org/resource/wordnet_frame_103391301,frame,the framework for a pair of eyeglasses
422,http://yago-knowledge.org/resource/wordnet_condominium_103088580,condominium,one of the dwelling units in a condominium
423,http://yago-knowledge.org/resource/wordnet_condominium_103088580,condo,one of the dwelling units in a condominium
424,http://yago-knowledge.org/resource/wordnet_campsite_108518171,camping site,a site where people on holiday can pitch a tent
425,http://yago-knowledge.org/resource/wordnet_campsite_108518171,bivouac,a site where people on holiday can pitch a tent
426,http://yago-knowledge.org/resource/wordnet_campsite_108518171,campground,a site where people on holiday can pitch a tent
427,http://yago-knowledge.org/resource/wordnet_campsite_108518171,campsite,a site where people on holiday can pitch a tent
428,http://yago-knowledge.org/resource/wordnet_campsite_108518171,camping ground,a site where people on holiday can pitch a tent
429,http://yago-knowledge.org/resource/wordnet_campsite_108518171,camping area,a site where people on holiday can pitch a tent
430,http://yago-knowledge.org/resource/wordnet_campsite_108518171,encampment,a site where people on holiday can pitch a tent
431,http://yago-knowledge.org/resource/wordnet_city_108524735,metropolis,a large and densely populated urban area; may include several independent administrative districts; 'Ancient Troy was a great city'
432,http://yago-knowledge.org/resource/wordnet_city_108524735,city,a large and densely populated urban area; may include several independent administrative districts; 'Ancient Troy was a great city'
433,http://yago-knowledge.org/resource/wordnet_city_108524735,urban center,a large and densely populated urban area; may include several independent administrative districts; 'Ancient Troy was a great city'
434,http://yago-knowledge.org/resource/wordnet_colonnade_103071160,colonnade,structure consisting of a row of evenly spaced columns
435,http://yago-knowledge.org/resource/wordnet_viceroyalty_108678151,viceroyalty,a district or province governed by a viceroy
436,http://yago-knowledge.org/resource/wordnet_obelisk_103837869,obelisk,a stone pillar having a rectangular cross section tapering towards a pyramidal top
437,http://yago-knowledge.org/resource/wordnet_aquarium_102732072,fish tank,a tank or pool or bowl filled with water for keeping live fish and underwater animals
438,http://yago-knowledge.org/resource/wordnet_aquarium_102732072,aquarium,a tank or pool or bowl filled with water for keeping live fish and underwater animals
439,http://yago-knowledge.org/resource/wordnet_aquarium_102732072,marine museum,a tank or pool or bowl filled with water for keeping live fish and underwater animals
440,http://yago-knowledge.org/resource/wordnet_parlor_103891538,parlour,reception room in an inn or club where visitors can be received
441,http://yago-knowledge.org/resource/wordnet_parlor_103891538,parlor,reception room in an inn or club where visitors can be received
442,http://yago-knowledge.org/resource/wordnet_sulphur_mine_104353687,sulphur mine,a mine where sulphur is dug from the ground
443,http://yago-knowledge.org/resource/wordnet_sulphur_mine_104353687,sulfur mine,a mine where sulphur is dug from the ground
444,http://yago-knowledge.org/resource/wordnet_checkpoint_108517825,checkpoint,a place (as at a frontier) where travellers are stopped for inspection and clearance
445,http://yago-knowledge.org/resource/wordnet_national_monument_103810952,national monument,memorial consisting of a structure or natural landmark of historic interest; set aside by national government for preservation and public enjoyment
446,http://yago-knowledge.org/resource/wordnet_cave_109238926,cave,a geological formation consisting of an underground enclosure with access from the surface of the ground or from the sea
447,http://yago-knowledge.org/resource/wordnet_waterfront_108633683,waterfront,the area of a city (such as a harbor or dockyard) alongside a body of water
448,http://yago-knowledge.org/resource/wordnet_hut_103550153,army hut,temporary military shelter
449,http://yago-knowledge.org/resource/wordnet_hut_103550153,field hut,temporary military shelter
450,http://yago-knowledge.org/resource/wordnet_hut_103550153,hut,temporary military shelter
451,http://yago-knowledge.org/resource/wordnet_land_109335240,land,material in the top layer of the surface of the earth in which plants can grow (especially with reference to its quality or use); 'the land had never been plowed'; 'good agricultural soil'
452,http://yago-knowledge.org/resource/wordnet_land_109335240,ground,material in the top layer of the surface of the earth in which plants can grow (especially with reference to its quality or use); 'the land had never been plowed'; 'good agricultural soil'
453,http://yago-knowledge.org/resource/wordnet_land_109335240,soil,material in the top layer of the surface of the earth in which plants can grow (especially with reference to its quality or use); 'the land had never been plowed'; 'good agricultural soil'
454,http://yago-knowledge.org/resource/wordnet_watering_place_108678615,spa,a health resort near a spring or at the seaside
455,http://yago-knowledge.org/resource/wordnet_watering_place_108678615,watering hole,a health resort near a spring or at the seaside
456,http://yago-knowledge.org/resource/wordnet_watering_place_108678615,watering place,a health resort near a spring or at the seaside
457,http://yago-knowledge.org/resource/wordnet_branch_line_102891430,spur,a railway line connected to a trunk line
458,http://yago-knowledge.org/resource/wordnet_branch_line_102891430,spur track,a railway line connected to a trunk line
